filename,class_id,x_center,y_center,width,height
0002_jpg.rf.0782a3f913023196e4780c17003b51a9.jpg,0,0.325,0.5,0.65,1.0
0002_jpg.rf.b7be8fba0fc2939fc9eb275b3f61daa8.jpg,0,0.396875,0.46328125,0.340625,0.69921875
0002_jpg.rf.c02fc1a77b0c2ecef353b4ee3ee9f399.jpg,0,0.32890625,0.5,0.6578125,1.0
0002_jpg.rf.f163b42c49e4981dbd81947e07950d7c.jpg,0,0.31640625,0.5,0.6328125,1.0
00031_png_jpg.rf.10e082d4be8e25816b97badf35374f13.jpg,0,0.5234375,0.59375,0.3234375,0.68125
00031_png_jpg.rf.c78e7d82e33ea5a1d4d4f1cc8cb6f2cc.jpg,0,0.4765625,0.59375,0.3234375,0.68125
0003_jpg.rf.2d6213641b0b69383e73072b1ac01b75.jpg,0,0.275,0.5,0.55,1.0
0003_jpg.rf.3eec583acaf8975d8737a4666adf6d8d.jpg,0,0.359375,0.459375,0.3328125,0.6875
0003_jpg.rf.85ea1da3770b979b1b46997de11aa5ab.jpg,0,0.34307525892515844,0.4984375,0.6861505178503169,0.996875
0003_jpg.rf.c41325c1206b1744ed0769a07c2318ee.jpg,0,0.31796875,0.5,0.6359375,1.0
00045_png_jpg.rf.6f1f17b7ded6bbcf2fdd8df736c68510.jpg,0,0.3546875,0.51875,0.41015625,0.4921875
0004_jpg.rf.7ead7672002844056235d05fd358b1de.jpg,0,0.390625,0.4609375,0.3140625,0.71328125
0004_jpg.rf.8b6f79fc81cc2488cb2d098cfa4923f7.jpg,0,0.309375,0.5,0.61875,1.0
0004_jpg.rf.9c07e740474dfa0f1d15c146875b0d05.jpg,0,0.309375,0.5,0.61875,1.0
0004_jpg.rf.ebe814dfe01e7ff66fabb09584a777be.jpg,0,0.296875,0.5,0.59375,1.0
00050_png_jpg.rf.07b059204acaca8c30495b07ea758323.jpg,0,0.471875,0.5359375,0.1984375,0.31953125
00056_png_jpg.rf.c874a2d90c29e8d81b407a225e8e9b66.jpg,1,0.534375,0.55625,0.3484375,0.7109375
00059_png_jpg.rf.0fb034ca3ecc4bd245ebc055513c1f28.jpg,0,0.53359375,0.5875,0.39609375,0.4234375
00063_png_jpg.rf.66d100ce5ec6ee9c90f0ef1d814a363c.jpg,1,0.3765625,0.58203125,0.3015625,0.36875
00065_png_jpg.rf.090c9851058c2bbadae60bc2cdcea7d1.jpg,1,0.4921875,0.54140625,0.2703125,0.4
00066_png_jpg.rf.413b48754398026a158da2db10cd8dab.jpg,1,0.52578125,0.55078125,0.3,0.67421875
00069_png_jpg.rf.6964956010d54841ade50894756f3b85.jpg,1,0.50078125,0.571875,0.34296875,0.76640625
00073_png_jpg.rf.f39ca70383fdd326641a1162cde93d9a.jpg,1,0.47890625,0.56328125,0.3515625,0.70078125
00075_png_jpg.rf.cc1b4017bb150f4c826f0a3312562d2a.jpg,1,0.4671875,0.55859375,0.3484375,0.68671875
00076_png_jpg.rf.11f748e6edcf2a51cc0e477d950f2a67.jpg,0,0.41640625,0.4953125,0.39921875,0.453125
00077_png_jpg.rf.cd436efa9ce517530b779ebdbc11fe6a.jpg,0,0.45,0.5,0.13515625,0.3484375
00078_png_jpg.rf.6cee7c8d1bf5b329e47ee16724a6fc01.jpg,1,0.45390625,0.490625,0.41171875,0.678125
0007_jpg.rf.153138797be13437492f67b1fdd2e60e.jpg,1,0.43125,0.4875,0.2734375,0.609375
0007_jpg.rf.1a93c229379226f103a6cb33a2dc85a9.jpg,1,0.40198513964152055,0.5,0.8039702792830411,1.0
0007_jpg.rf.35c1064cad53e100b0b14cb05f2cef17.jpg,1,0.3625,0.5,0.5625,1.0
0007_jpg.rf.b2921f104f3fb89b522d61af4ad5e9bd.jpg,1,0.3625,0.5,0.5453125,1.0
00080_png_jpg.rf.c7aef57679c38fa46a610b6c15340ea5.jpg,1,0.4671875,0.55625,0.42265625,0.45078125
00081_png_jpg.rf.552410ae5304d3fefc016e10627ad1f0.jpg,1,0.471875,0.534375,0.428125,0.7875
00084_png_jpg.rf.85540ed087f0f56d85d18c2b8e9574fe.jpg,0,0.4171875,0.5125,0.2203125,0.4234375
00085_png_jpg.rf.d346fbd1f714a5357d9943ee4ffcd807.jpg,0,0.478125,0.565625,0.41015625,0.5234375
00087_png_jpg.rf.b76d7596e1fb0e0257cb1d49e50249ba.jpg,0,0.4796875,0.5046875,0.31796875,0.87109375
00088_png_jpg.rf.6418f729b8facae9dfcd777ae468ecdd.jpg,1,0.440625,0.503125,0.27265625,0.846875
00089_png_jpg.rf.9d9229fa28046b99ae5efd730c7408ed.jpg,1,0.4625,0.540625,0.378125,0.7453125
0008_jpg.rf.6ff270af05274d20670786bb6d9a4f75.jpg,0,0.36640625,0.440625,0.39375,0.72578125
0008_jpg.rf.7a2f96ceb6b6e22cab965b7d4c143c0a.jpg,0,0.3125,0.5,0.625,1.0
0008_jpg.rf.ac553dacd3a3fc5337491f2a50dd90de.jpg,0,0.4046875,0.4765625,0.27265625,0.65859375
0008_jpg.rf.b331376e0b997d83d428afad092f6cc2.jpg,0,0.35091503246410877,0.5,0.7018300649282175,1.0
0008_jpg.rf.ea5a3e055a9d838ded9cfa741636d762.jpg,0,0.33386663474587386,0.5,0.6677332694917477,1.0
00090_png_jpg.rf.383878f85d65ed1ca09519ec4b956421.jpg,1,0.47578125,0.5296875,0.4421875,0.771875
00092_png_jpg.rf.e6878b81c413a36afe2a0baed929e49e.jpg,0,0.51328125,0.54140625,0.30546875,0.44765625
00094_png_jpg.rf.edf0bc3003df935eb363eaf0aa9a524c.jpg,0,0.4296875,0.59453125,0.3765625,0.70390625
00097_png_jpg.rf.ed88966d067114a9a1981de4e521b851.jpg,1,0.3875,0.5,0.1921875,0.5515625
0010_jpg.rf.136f7b4d4ee604dc36de11f298886023.jpg,0,0.40859375,0.4796875,0.2734375,0.62890625
0010_jpg.rf.136f7b4d4ee604dc36de11f298886023.jpg,0,0.0421875,0.490625,0.084375,0.24375
0010_jpg.rf.17b04744bf1a29778823889eff446d2c.jpg,0,0.30390625,0.5,0.6078125,1.0
0010_jpg.rf.5830173b34ab796fc1a6291b5ec5c528.jpg,0,0.3625,0.5,0.725,1.0
0010_jpg.rf.6839b0556b40ffbcb9429462b31bc8c7.jpg,0,0.3890625,0.48046875,0.32890625,0.6859375
0010_jpg.rf.e90c2ff6f9bf9cd88c5c743770013a4a.jpg,0,0.3595087824641088,0.5,0.7190175649282176,1.0
0012_jpg.rf.545534252e384f0b8e3932279bf8d1c8.jpg,0,0.32578125,0.5,0.6515625,1.0
0012_jpg.rf.67f926936f2f4868c8ba77a19cc82a97.jpg,0,0.3859375,0.46171875,0.3140625,0.71171875
0012_jpg.rf.68c1d22475157992eba555d6194eef85.jpg,0,0.36824163474587385,0.5,0.7364832694917477,1.0
0012_jpg.rf.a20a3c4f32d8399418e03bcbfb4d4684.jpg,1,0.38359375,0.48984375,0.23125,0.628125
0012_jpg.rf.aacfbf32d02a647db37775d112569214.jpg,0,0.29140625,0.5,0.5828125,1.0
0014_jpg.rf.5136cab015da465ee5497d5c4a988971.jpg,1,0.3844359387822053,0.5,0.7688718775644106,1.0
0014_jpg.rf.650484cf9c8f77b1877f120caca040ad.jpg,1,0.359375,0.5,0.71875,1.0
0014_jpg.rf.dbf235c4bd3db73df192e17804cc61b6.jpg,1,0.37890625,0.47890625,0.34453125,0.69921875
0014_jpg.rf.e18f18f41fe264d2f0fd41f26c6130a0.jpg,1,0.30078125,0.5,0.6015625,1.0
0015_jpg.rf.07781b27165b5a921e51a867d74277ab.jpg,1,0.3328125,0.5,0.665625,1.0
0015_jpg.rf.0f71ec17a9416fab026d4c55b9e3cbee.jpg,1,0.37890625,0.5,0.7578125,1.0
0015_jpg.rf.be8ee2d49a8cbe62d11e42f009799da2.jpg,1,0.4015625,0.46953125,0.36328125,0.77265625
0015_jpg.rf.ccc17a3e1af19ee5767db74895b236fc.jpg,1,0.37890625,0.5,0.7578125,1.0
0016_jpg.rf.130729aca8254e88ba52d7045c1d3dc1.jpg,1,0.36959218878220523,0.5,0.7391843775644105,1.0
0016_jpg.rf.3b406ba6c71e7cd2953b24eb4a13d9e7.jpg,1,0.35703125,0.5,0.7140625,1.0
0016_jpg.rf.6935d9cf1c812510e8693286eefb6cca.jpg,1,0.4125,0.46796875,0.26484375,0.696875
0016_jpg.rf.d6c06229ba8514de7c5880e0f70ce723.jpg,1,0.32421875,0.5,0.52734375,1.0
0017_jpg.rf.0a8f87563eccfff0c5a09effa7c401bf.jpg,1,0.39765625,0.4546875,0.3796875,0.76875
0017_jpg.rf.3f4966e8d0d8c7b488f62e8f47e1259d.jpg,1,0.37890625,0.5,0.7578125,1.0
0017_jpg.rf.481cf358f16f9d06e8e60f3d9ce465d6.jpg,1,0.33671875,0.5,0.6734375,1.0
0017_jpg.rf.d9a09f78a71349ec1471afc5c5826bde.jpg,1,0.3453125,0.5,0.690625,1.0
0021_jpg.rf.283e0200fc6f8154773b8a45a49ee83e.jpg,0,0.34488052673454234,0.5,0.6897610534690847,1.0
0021_jpg.rf.3dcf00bfff5f2375f165e52625f01899.jpg,0,0.3390625,0.5,0.678125,1.0
0021_jpg.rf.51219822d482ed97b0afef6ba0a4680a.jpg,0,0.4046875,0.46953125,0.275,0.690625
0021_jpg.rf.678472cbbcc5b52e429afe62e3a5b8dd.jpg,0,0.30859375,0.5,0.55078125,1.0
0022_jpg.rf.17280f9eaf670f886fa3030ee2699b34.jpg,1,0.32890625,0.5,0.6578125,1.0
0022_jpg.rf.6cc4fcf21d6c7de31b4274587da8b1e3.jpg,1,0.3404089149054777,0.5,0.6808178298109554,1.0
0022_jpg.rf.b1e28e2c0807d409dd910f7d6d4a4c9b.jpg,1,0.3859375,0.4609375,0.3875,0.7421875
0022_jpg.rf.c929575a4fbb656f6184df9371b96c79.jpg,1,0.40901638964152054,0.5,0.8180327792830411,1.0
0024_jpg.rf.2b778a037f595f8f3553667dda333316.jpg,1,0.3350066242738744,0.5,0.6700132485477488,1.0
0024_jpg.rf.c1c907cc907eab42d6d122eca874f72d.jpg,1,0.35027288474587387,0.5,0.7005457694917477,1.0
0024_jpg.rf.e5e85ef9d9db7e536ad9f2587c5b34e7.jpg,1,0.303125,0.5,0.60546875,1.0
0024_jpg.rf.fdf8ae536bdf04711073e36daf68c5f1.jpg,1,0.3984375,0.46640625,0.31015625,0.72109375
0025_jpg.rf.5e5f4af8b597236c19c223fda5b0f576.jpg,1,0.34296875,0.5,0.6859375,1.0
0025_jpg.rf.69f338df42f0f7bba1a161b9aebf2779.jpg,1,0.3661901649054777,0.5,0.7323803298109554,1.0
0025_jpg.rf.92232f6883373851a2ecf5b41c0be965.jpg,1,0.37421875,0.46171875,0.36171875,0.74921875
0025_jpg.rf.ef448f8658061c6af92a2d5f01957a4f.jpg,1,0.3046875,0.5,0.609375,1.0
0026_jpg.rf.73c320c27b4ef27f3faefac06216c73a.jpg,0,0.33203125,0.5,0.6640625,1.0
0026_jpg.rf.79b570f91236dbf487e14ddfaa5c3153.jpg,0,0.41328125,0.471875,0.26328125,0.68515625
0026_jpg.rf.e90fbd21b67cfa19638b1f6ac50ab0d6.jpg,0,0.325,0.5,0.525,1.0
0026_jpg.rf.f8aacde05f76c3cd3fc1db2468b6295d.jpg,0,0.3359375,0.5,0.671875,1.0
0027_jpg.rf.8d5df37326eb266cacb2f1e144d69c42.jpg,1,0.3984375,0.4734375,0.34921875,0.76015625
0027_jpg.rf.92e9e024faedce87daa938ec02c469d2.jpg,1,0.321875,0.5,0.64375,1.0
0027_jpg.rf.c4e86ee6a8a87c271e6d922aa5d1367d.jpg,1,0.3652663896415206,0.5,0.7305327792830412,1.0
0027_jpg.rf.fdcafe530af484590d0c312476f5a99f.jpg,1,0.34296875,0.5,0.6859375,1.0
0028_jpg.rf.07a666f0341585a98b2f5c1fef202510.jpg,0,0.3276930267345423,0.5,0.6553860534690846,1.0
0028_jpg.rf.08d28b6e58841fe281bef9eaebb30b30.jpg,0,0.39765625,0.46953125,0.2546875,0.67734375
0028_jpg.rf.53a565bfeac9bc630ff81d521bd00458.jpg,0,0.2921875,0.5000454533338636,0.584375,0.9999090933322728
0028_jpg.rf.f94af2640cc54ce4dfcb0f6090b8f654.jpg,0,0.2953125,0.5,0.5078125,1.0
0029_jpg.rf.24321d651d61b2f75dba68465bfe64a9.jpg,1,0.39921875,0.48984375,0.2421875,0.6484375
0030_jpg.rf.31b5a03588c3b28e1406487398b59daf.jpg,1,0.34375,0.5,0.6875,1.0
0030_jpg.rf.c458846dbd87cc51717a58f873e0915c.jpg,1,0.33984375,0.5,0.6796875,1.0
0030_jpg.rf.dce1cdee65816e21c7bf5918ad61e6e0.jpg,1,0.31875,0.5,0.63671875,1.0
0030_jpg.rf.f3e097174dfd32094bba69f20bb414f2.jpg,1,0.390625,0.4875,0.35625,0.73046875
0031_jpg.rf.0e0a06ede2b8a419cdbf6d97441fd1d3.jpg,1,0.329392264119258,0.5003818080044543,0.527534528238516,0.9992363839910914
0031_jpg.rf.1426ebb3ddb1faea8b297ecb0b0d61af.jpg,1,0.3082444732654577,0.49786137635071154,0.49288605346908465,0.9957227527014231
0031_jpg.rf.755610d2065c9b5171b0d363e79cc010.jpg,1,0.31484375,0.5,0.4296875,1.0
0031_jpg.rf.fcfa667944c606d7e33c50c5f494d282.jpg,1,0.4078125,0.45625,0.215625,0.67890625
0032_jpg.rf.02173f1ebfce73c8bb5f80f2a2f809d3.jpg,0,0.35240468878220527,0.5,0.7048093775644105,1.0
0032_jpg.rf.302651f2b8920c6aa1ab8b686f74d0d0.jpg,0,0.353125,0.5,0.70625,1.0
0032_jpg.rf.5f4861a7bfbda267766a3a09606c6efb.jpg,0,0.29375,0.5,0.5875,1.0
0032_jpg.rf.82bd9a2e43a9aef09663f6671114376d.jpg,0,0.39609375,0.44453125,0.29609375,0.76796875
0033_jpg.rf.51f18697f3cd490b513033203101613d.jpg,1,0.3875,0.45859375,0.21796875,0.6859375
0035_jpg.rf.04e6b58d77730a9e56d649cf0edd4b8d.jpg,1,0.39921875,0.4890625,0.19453125,0.640625
0035_jpg.rf.55cb20f45d92aa5ba447292580f4e1bc.jpg,1,0.2984375,0.5000909189779514,0.596875,0.9998181620440972
0035_jpg.rf.bd591bffc1631570d0926af551871510.jpg,1,0.2984375,0.4936135907441729,0.596875,0.9872271814883458
0035_jpg.rf.e1830e8cfdcf21a63e2974d5473be6b4.jpg,1,0.29765625,0.5,0.38984375,1.0
0035_jpg.rf.f634c1c28d57bd3f83c49bffb24660eb.jpg,0,0.39609375,0.484375,0.18984375,0.61484375
0037_jpg.rf.4f5004afec38be8af99c853f4f7ce1dc.jpg,0,0.37421875,0.4890625,0.325,0.66796875
0037_jpg.rf.7955d245a329fda0838b8ec4782ae8f9.jpg,0,0.29453125,0.5,0.5890625,1.0
0037_jpg.rf.8d61cc879b35a67b1ab2e5cc5517d322.jpg,0,0.3102171887822053,0.5,0.6204343775644106,1.0
0037_jpg.rf.ab04618785ee5ed05365d7ad094f15fa.jpg,0,0.2859375,0.5,0.571875,1.0
0039_jpg.rf.65047405e4d0dceeebfd68ebd2790b6a.jpg,0,0.34375,0.5,0.67265625,1.0
0039_jpg.rf.6df8156ad7a93c70761a12c7fff1c09d.jpg,0,0.365625,0.5,0.73125,1.0
0039_jpg.rf.9d8c4ab9c2aa92cb149922d8558b1ac5.jpg,0,0.42265625,0.465625,0.3359375,0.6875
0039_jpg.rf.f4f7fe79061a4638bf405fddf07ac57f.jpg,0,0.39949163474587385,0.5,0.7989832694917477,1.0
0040_jpg.rf.482df7ab55b28c9896de55c22a452d99.jpg,0,0.3751337824641088,0.5,0.7502675649282176,1.0
0040_jpg.rf.7e4cffd3768e8fc77cc806bfd5428123.jpg,0,0.42109375,0.4640625,0.325,0.6609375
0040_jpg.rf.8376e802c4eb8e1ac846dc801a173d93.jpg,1,0.4328125,0.48515625,0.2703125,0.6296875
0040_jpg.rf.90287f1e1961568ab2b5f2e9c1fb0341.jpg,0,0.378125,0.5,0.75625,1.0
0040_jpg.rf.d252bff2ebb84258d349852270e9966c.jpg,0,0.33984375,0.5,0.65,1.0
0041_jpg.rf.d74cbb47d8582da264416bd76eb0389d.jpg,1,0.3765625,0.4625,0.1984375,0.6765625
0042_jpg.rf.3a016ab82a499443a291dd4b275ff953.jpg,0,0.36015625,0.45546875,0.325,0.70625
0042_jpg.rf.408971626233f0d4fa34d2fd774316a9.jpg,0,0.32340111269644706,0.5,0.6468022253928941,1.0
0042_jpg.rf.63191ba128f6b4529338e408a0c3d738.jpg,0,0.28125,0.5,0.5625,1.0
0042_jpg.rf.6f53d64f0ef426f880bf662dbba05ac2.jpg,0,0.27265625,0.5,0.5453125,1.0
0042_jpg.rf.84727fa4b851e33288e26b1f60e1765f.jpg,1,0.37109375,0.45703125,0.19453125,0.68125
0043_jpg.rf.0b9be85b7833835b19dd878744b720d7.jpg,0,0.38125,0.45859375,0.35703125,0.70546875
0043_jpg.rf.5ca6bfddc133f65872160087fcb748ec.jpg,0,0.309375,0.5,0.61875,1.0
0043_jpg.rf.cab5ca60906ac1089abb7092778685db.jpg,0,0.37094412427387435,0.5,0.7418882485477487,1.0
0043_jpg.rf.f2bc4282a60dd0ea814935a0e96ba695.jpg,0,0.3681025324641088,0.5,0.7362050649282176,1.0
0044_jpg.rf.036c57cdbecfc906535249a25472e515.jpg,0,0.36824163474587385,0.5,0.7364832694917477,1.0
0044_jpg.rf.36854756cb3c20a445ed6c8712f70000.jpg,0,0.32109375,0.5,0.6421875,1.0
0044_jpg.rf.a48040af7929e6ee8c17d7ab8a22fb5e.jpg,0,0.3894851396415206,0.5,0.7789702792830412,1.0
0044_jpg.rf.b6ee7395e0ba9e1f423c864bdd5d6ae4.jpg,0,0.3859375,0.45625,0.3734375,0.73671875
0045_jpg.rf.2c2daaca5b0109c945457ef9ebee0e1e.jpg,1,0.653125,0.64375,0.3453125,0.71171875
0045_jpg.rf.51b7afa2e28be38d2f7c7e503e5b186d.jpg,1,0.6828125,0.494747783975183,0.634375,0.989495567950366
0045_jpg.rf.8b8db9de0af5bd66763a4b1b1b0885d3.jpg,1,0.73046875,0.53671875,0.5390625,0.9234375
0045_jpg.rf.c00606dce58634d293a451da9e269347.jpg,1,0.6756682017042833,0.5443923846610559,0.6486635965914334,0.9112152306778883
0050_jpg.rf.19f8948a3d9458fcc47dc4d4362e79cd.jpg,1,0.24296875,0.48671875,0.259375,0.46875
0050_jpg.rf.3d3effccf11046ff1f4eee89a9985334.jpg,1,0.15934726028830698,0.48518402109244924,0.3168930031637594,0.9608819578151016
0050_jpg.rf.4ae1db896f69b0de90f56e82394bb83e.jpg,1,0.19921682754086203,0.531649502111571,0.3915928420137734,0.9367009957768578
0050_jpg.rf.912f6f69a7e74fc83d88be72696d2b3c.jpg,1,0.121875,0.471875,0.24375,0.93671875
0051_jpg.rf.c658ceb69ed56c21b4132bd1416b8d0b.jpg,1,0.3953125,0.46796875,0.1875,0.51796875
0052_jpg.rf.e887e0dca9c724979e1195680bf0107d.jpg,1,0.3953125,0.46328125,0.1796875,0.51796875
0053_jpg.rf.360b0a21c6d89a2ffcca5fddfe9aaeb3.jpg,1,0.3433180267345423,0.5,0.6866360534690846,1.0
0053_jpg.rf.41d5f8f1ab93f7ae28bb12218064060a.jpg,1,0.3510541347458739,0.5,0.7021082694917478,1.0
0053_jpg.rf.4fbd662b69470ac96bf8d233eb17b4fa.jpg,1,0.2984375,0.5,0.56640625,1.0
0053_jpg.rf.7a2c60d2a78e802c3519cd099e698722.jpg,1,0.39921875,0.465625,0.28359375,0.5796875
0057_jpg.rf.f8653b87fb2e89fec510fc74bd709f83.jpg,0,0.3515625,0.4859375,0.275,0.60859375
0061_jpg.rf.f4d0a7600c2e1dc0bcfd39fb6925d91f.jpg,0,0.4078125,0.5,0.3796875,0.61171875
0062_jpg.rf.47fb2413c4f988eff30fb28ecf0e2bb2.jpg,0,0.33046875,0.48046875,0.28125,0.653125
0063_jpg.rf.03a9a7897c8be442b29df8a857cf1bfd.jpg,0,0.4417555267345423,0.5,0.8835110534690847,1.0
0063_jpg.rf.7090af48269a73163f102f501d0fe418.jpg,0,0.38984375,0.48828125,0.48125,0.6703125
0063_jpg.rf.a6b903c46b797f7304e14a25b942e38e.jpg,0,0.4328125,0.5,0.865625,1.0
0063_jpg.rf.aa4cf21cf9c18228a1c91d77c7f6420e.jpg,0,0.3796875,0.5,0.759375,1.0
0064_jpg.rf.2ae7ab2d9eae0d9a262d62c9ede97bac.jpg,0,0.39296875,0.49140625,0.42265625,0.62265625
0065_jpg.rf.adeba5ebf46d7a6702d0319609b6f2cb.jpg,0,0.34296875,0.5015625,0.3078125,0.6015625
0074_jpg.rf.43847a6b5eb4bc69f97790b470071403.jpg,0,0.3425367767345423,0.5,0.6850735534690846,1.0
0074_jpg.rf.7d6035bdccd6983867373711df25240d.jpg,0,0.35986101411925797,0.5,0.7197220282385159,1.0
0074_jpg.rf.9de94abe36e772dbadf8dba3b8ff7c03.jpg,0,0.328125,0.5,0.65625,1.0
0074_jpg.rf.d8c9583e2a3f9ec240959de2891523f7.jpg,0,0.35546875,0.5015625,0.4453125,0.67734375
0075_jpg.rf.c0947333d1994b24241ae9dba236cac8.jpg,0,0.346875,0.4953125,0.30859375,0.62890625
0075_jpg.rf.c0947333d1994b24241ae9dba236cac8.jpg,0,0.04765625,0.48515625,0.09453125,0.271875
0076_jpg.rf.e85e0ed45c48eba684c678f8e62a5a28.jpg,0,0.3609375,0.49140625,0.22109375,0.628125
0081_jpg.rf.a706488ed0ba3f608cb72ff7de0438ba.jpg,0,0.4265625,0.5015625,0.2734375,0.58828125
0081_jpg.rf.a706488ed0ba3f608cb72ff7de0438ba.jpg,0,0.03828125,0.49296875,0.0765625,0.25703125
0087_jpg.rf.21eb8c350d686fe03ed4fa7870451480.jpg,1,0.41875,0.47734375,0.2796875,0.625
0087_jpg.rf.21eb8c350d686fe03ed4fa7870451480.jpg,0,0.0390625,0.48828125,0.07421875,0.2515625
0089_jpg.rf.3fc2d5567a542d94189984aa00b120db.jpg,0,0.3703125,0.4984375,0.22578125,0.584375
0089_jpg.rf.3fc2d5567a542d94189984aa00b120db.jpg,0,0.0375,0.48984375,0.07421875,0.26015625
0090_jpg.rf.72175407040e2502f12f5d49ebd99efb.jpg,0,0.36875,0.50546875,0.2296875,0.5734375
0090_jpg.rf.72175407040e2502f12f5d49ebd99efb.jpg,0,0.04140625,0.48515625,0.0796875,0.271875
0093_jpg.rf.b14ccdcf3e772a407737f97ddb84136c.jpg,0,0.3890625,0.48828125,0.25390625,0.640625
0094_jpg.rf.71f181227d3277c4e51429406fb4dcdf.jpg,0,0.390625,0.4859375,0.25,0.6421875
0099_jpg.rf.16546687bf14719ef3168efc1573db3a.jpg,0,0.425,0.503125,0.26953125,0.578125
0101_jpg.rf.39a284472f414f9e7500362d991b7b4f.jpg,0,0.43046875,0.50546875,0.2703125,0.56640625
0101_jpg.rf.39a284472f414f9e7500362d991b7b4f.jpg,0,0.0515625,0.4234375,0.10234375,0.3921875
0102_jpg.rf.74af03d1f3858c7905e4155b88322f57.jpg,0,0.4265625,0.51015625,0.2734375,0.56328125
0102_jpg.rf.74af03d1f3858c7905e4155b88322f57.jpg,0,0.0421875,0.48203125,0.08359375,0.278125
0103_jpg.rf.44dc495e1c16a1844daed8805d3726c5.jpg,0,0.42890625,0.50625,0.26875,0.56875
0103_jpg.rf.44dc495e1c16a1844daed8805d3726c5.jpg,0,0.040625,0.47734375,0.08125,0.2828125
0108_jpg.rf.df063c016ae04ecbe65c7f1c6ac1035a.jpg,0,0.0453125,0.4859375,0.08984375,0.26796875
0108_jpg.rf.df063c016ae04ecbe65c7f1c6ac1035a.jpg,0,0.37421875,0.50078125,0.22734375,0.61015625
0110_jpg.rf.b029f21300bbfbb1631f5f241f4951a5.jpg,0,0.0375,0.49296875,0.0734375,0.24765625
0110_jpg.rf.b029f21300bbfbb1631f5f241f4951a5.jpg,0,0.375,0.496875,0.2359375,0.60546875
0120_jpg.rf.3b1dd6141a5919fdd98a08016b8c8af1.jpg,0,0.3859375,0.50703125,0.375,0.60859375
0121_jpg.rf.bf91e8c3cd7c8814c22ef8cf5150099a.jpg,0,0.34609375,0.4984375,0.28515625,0.59375
0121_jpg.rf.bf91e8c3cd7c8814c22ef8cf5150099a.jpg,0,0.04609375,0.4859375,0.0921875,0.275
0122_jpg.rf.38d11eaed6a1cd483dd103e0acfa0f70.jpg,0,0.415625,0.48515625,0.346875,0.6390625
