filename,class_id,x_center,y_center,width,height,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,kp4_x,kp4_y,kp4_v,kp5_x,kp5_y,kp5_v,kp6_x,kp6_y,kp6_v,kp7_x,kp7_y,kp7_v,kp8_x,kp8_y,kp8_v,kp9_x,kp9_y,kp9_v,kp10_x,kp10_y,kp10_v,kp11_x,kp11_y,kp11_v,kp12_x,kp12_y,kp12_v,kp13_x,kp13_y,kp13_v,kp14_x,kp14_y,kp14_v,kp15_x,kp15_y,kp15_v,kp16_x,kp16_y,kp16_v
Sitting62_jpg.rf.65bcfe113b301d3606b5002dd72f33f4.jpg,1,0.51796875,0.48515625,0.79921875,0.965625,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.7385837435722351, 0.10566689819097519]","[0.4833330512046814, 0.10626392066478729]","[0.6797057390213013, 0.3565990924835205]","[0.39145880937576294, 0.3230835497379303]","[0.449861615896225, 0.295878529548645]","[0.5967445969581604, 0.3310787081718445]","[0.6416521668434143, 0.5084772706031799]","[0.4656708836555481, 0.48969751596450806]","[0.30176639556884766, 0.6300938725471497]","[0.18743975460529327, 0.6420619487762451]","[0.3586556315422058, 0.9325973391532898]","[0.33995693922042847, 0.9540737271308899]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMG_E0587_JPG.rf.e0dc3a096983036e5bfda549222a60ee.jpg,0,0.5,0.5390625,1.0,0.80859375,"[0.28491324186325073, 0.36102867126464844]","[0.32513493299484253, 0.313438355922699]","[0.0, 0.0]","[0.5105613470077515, 0.33603107929229736]","[0.0, 0.0]","[0.6446958184242249, 0.5512598752975464]","[0.5204046964645386, 0.4859030842781067]","[0.21894049644470215, 0.6877504587173462]","[0.23473474383354187, 0.5985624194145203]","[0.323684424161911, 0.40392178297042847]","[0.1950572431087494, 0.4762648642063141]","[0.7902126312255859, 0.8800814747810364]","[0.6987351179122925, 0.8116337060928345]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jpg_jpg.rf.8f79d86fe4521c51d8af5c7a696c656c.jpg,1,0.55234375,0.5171875,0.89453125,0.87890625,"[0.5050764083862305, 0.2846291959285736]","[0.0, 0.0]","[0.49742165207862854, 0.26004907488822937]","[0.0, 0.0]","[0.4243544638156891, 0.2626663148403168]","[0.38867315649986267, 0.3708762526512146]","[0.36891937255859375, 0.3951427936553955]","[0.6280938386917114, 0.4663115441799164]","[0.6429796814918518, 0.5181347131729126]","[0.8704187273979187, 0.4694386124610901]","[0.8862901926040649, 0.47427040338516235]","[0.36102110147476196, 0.71876460313797]","[0.3365943431854248, 0.7601574659347534]","[0.6809278726577759, 0.7029765844345093]","[0.7021294832229614, 0.7722067832946777]","[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
posture-616-_jpg.rf.881a9641b9dd851a06468fdea9101d29.jpg,1,0.44609375,0.559375,0.6359375,0.784375,"[0.5543199777603149, 0.25083667039871216]","[0.5761353373527527, 0.2312958687543869]","[0.0, 0.0]","[0.6359496116638184, 0.24678516387939453]","[0.0, 0.0]","[0.6636723875999451, 0.3531067669391632]","[0.6154925227165222, 0.35101842880249023]","[0.623809814453125, 0.5264476537704468]","[0.5631631016731262, 0.4946416914463043]","[0.44964104890823364, 0.5585521459579468]","[0.4415658116340637, 0.5219710469245911]","[0.5643244385719299, 0.6063570976257324]","[0.5351459383964539, 0.57436603307724]","[0.2808384895324707, 0.6576217412948608]","[0.3104735016822815, 0.6198449730873108]","[0.2891377806663513, 0.8654085397720337]","[0.3263677656650543, 0.8277508020401001]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
posture-847-_jpg.rf.80c3cf5c78b39a6f2450ddb1c282e0aa.jpg,0,0.5359375,0.61015625,0.50625,0.6984375,"[0.4477319121360779, 0.3367719054222107]","[0.4697447717189789, 0.32107454538345337]","[0.0, 0.0]","[0.5310026407241821, 0.34404605627059937]","[0.0, 0.0]","[0.5120269060134888, 0.4304583668708801]","[0.6124010682106018, 0.43306154012680054]","[0.3279271125793457, 0.5188566446304321]","[0.5044757127761841, 0.5341370701789856]","[0.3685547709465027, 0.5353822112083435]","[0.0, 0.0]","[0.6340328454971313, 0.689795970916748]","[0.6996457576751709, 0.6720725297927856]","[0.3365694582462311, 0.6847480535507202]","[0.41790756583213806, 0.6589838266372681]","[0.3179239332675934, 0.8757061958312988]","[0.43598175048828125, 0.8406217694282532]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good_posture_20241012_174331_png.rf.3f1a7895d7c704f5416fdbb5495c2761.jpg,1,0.54296875,0.4875,0.73984375,0.809375,"[0.4400448799133301, 0.22241899371147156]","[0.0, 0.0]","[0.41750162839889526, 0.19226470589637756]","[0.0, 0.0]","[0.32662278413772583, 0.1970556229352951]","[0.3749070167541504, 0.36010003089904785]","[0.26978471875190735, 0.36878594756126404]","[0.4554373323917389, 0.5390219688415527]","[0.32625341415405273, 0.5887104868888855]","[0.6742850542068481, 0.5219255089759827]","[0.6471560001373291, 0.5493173599243164]","[0.44115495681762695, 0.7107602953910828]","[0.3720782399177551, 0.7460216879844666]","[0.7053257822990417, 0.7525379061698914]","[0.6704093217849731, 0.7704247236251831]","[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
posture-705-_jpg.rf.ebc984e88e29f35b23298f0fd54ff5dd.jpg,0,0.5984375,0.53515625,0.546875,0.9296875,"[0.39027953147888184, 0.4427911639213562]","[0.39012211561203003, 0.4041198194026947]","[0.0, 0.0]","[0.44845256209373474, 0.34219247102737427]","[0.0, 0.0]","[0.6050506830215454, 0.4435242712497711]","[0.5624908208847046, 0.40993720293045044]","[0.674128532409668, 0.7631793022155762]","[0.6039184927940369, 0.6294205784797668]","[0.4912037253379822, 0.7588984370231628]","[0.48297348618507385, 0.6905786395072937]","[0.7593874931335449, 0.8966327905654907]","[0.7272928953170776, 0.8696333169937134]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_jpg.rf.259bf7b1ffd9c7c3ea3f4c02b834cd83.jpg,0,0.40859375,0.50078125,0.6703125,0.9984375,"[0.30618029832839966, 0.14291954040527344]","[0.0, 0.0]","[0.29409003257751465, 0.12402353435754776]","[0.0, 0.0]","[0.24361810088157654, 0.13093197345733643]","[0.2599238157272339, 0.2324330359697342]","[0.23395462334156036, 0.2323605716228485]","[0.3515591025352478, 0.36543044447898865]","[0.3305017352104187, 0.3687889873981476]","[0.4780401587486267, 0.3836183547973633]","[0.48460331559181213, 0.3856571316719055]","[0.3413095772266388, 0.4716677665710449]","[0.3219950199127197, 0.49057015776634216]","[0.5307920575141907, 0.5490580797195435]","[0.5483120083808899, 0.5402891635894775]","[0.5041508078575134, 0.7021004557609558]","[0.5407927632331848, 0.6984880566596985]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
posture-956-_jpg.rf.bbbabd72db4cb24c73ce897b727e294f.jpg,0,0.484375,0.4859375,0.8140625,0.915625,"[0.31500083208084106, 0.1480187475681305]","[0.0, 0.0]","[0.29219651222229004, 0.11206240952014923]","[0.0, 0.0]","[0.1963176727294922, 0.11854519695043564]","[0.2510411739349365, 0.25861212611198425]","[0.2151099443435669, 0.263502299785614]","[0.4450172781944275, 0.4251636862754822]","[0.3954353630542755, 0.4257734417915344]","[0.610236644744873, 0.4955839514732361]","[0.6098859906196594, 0.49109983444213867]","[0.42361974716186523, 0.5352280735969543]","[0.40407437086105347, 0.5708557963371277]","[0.7020681500434875, 0.5630092620849609]","[0.7690869569778442, 0.5862476229667664]","[0.5899916887283325, 0.8254822492599487]","[0.6559008359909058, 0.8797720670700073]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sitting2_jpg.rf.935322285b0a7cf040241d7460222532.jpg,1,0.51640625,0.34453125,0.4546875,0.60703125,"[0.5873541235923767, 0.1722193956375122]","[0.6085129976272583, 0.153350830078125]","[0.5668532252311707, 0.1515132486820221]","[0.0, 0.0]","[0.533176600933075, 0.1586485207080841]","[0.6610468029975891, 0.2683926522731781]","[0.47306498885154724, 0.25236040353775024]","[0.6980534791946411, 0.3886133134365082]","[0.4121609628200531, 0.3954269587993622]","[0.6516331434249878, 0.2859817147254944]","[0.3794451057910919, 0.524463415145874]","[0.5755615234375, 0.5120794773101807]","[0.46667614579200745, 0.5046327710151672]","[0.6364349126815796, 0.5895150303840637]","[0.5888789892196655, 0.5930083990097046]","[0.49948668479919434, 0.814189612865448]","[0.6010442972183228, 0.8431804776191711]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
posture-200-_jpg.rf.e776adc17b23b93d8a5763fad16d9162.jpg,0,0.484375,0.4875,0.4703125,0.4671875,"[0.3845843970775604, 0.35531413555145264]","[0.40389591455459595, 0.3409104645252228]","[0.0, 0.0]","[0.4633635878562927, 0.3575810492038727]","[0.0, 0.0]","[0.45409053564071655, 0.4359428882598877]","[0.540127158164978, 0.42689162492752075]","[0.28726035356521606, 0.5285826325416565]","[0.4382080137729645, 0.5219086408615112]","[0.33551162481307983, 0.5433934926986694]","[0.36672714352607727, 0.5368775725364685]","[0.5936302542686462, 0.671413779258728]","[0.6495736837387085, 0.6519342660903931]","[0.32817187905311584, 0.6858434081077576]","[0.3901313841342926, 0.6540516018867493]","[0.3156747817993164, 0.8635940551757812]","[0.41569843888282776, 0.8249494433403015]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44_jpg.rf.ad3f772761147dfdcf26287f1d173027.jpg,0,0.375,0.5,0.61640625,1.0,"[0.5095969438552856, 0.37188103795051575]","[0.0, 0.0]","[0.4966857433319092, 0.3461177945137024]","[0.0, 0.0]","[0.4346238076686859, 0.33150503039360046]","[0.39538273215293884, 0.40933409333229065]","[0.36532557010650635, 0.4320428967475891]","[0.4491780698299408, 0.5756872892379761]","[0.4592682719230652, 0.6304277181625366]","[0.5716150999069214, 0.6057127118110657]","[0.5783843398094177, 0.6178346276283264]","[0.303824245929718, 0.7670380473136902]","[0.2770555317401886, 0.7923234701156616]","[0.4822445809841156, 0.8801884651184082]","[0.4934581220149994, 0.9243483543395996]","[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMG_E0687_JPG.rf.8b5eefbb630f385f9607b71fb6ba6a24.jpg,0,0.4984375,0.6015625,0.996875,0.59609375,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.5565696954727173, 0.46502822637557983]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.7862979173660278, 0.49590569734573364]","[0.0, 0.0]","[0.7698590755462646, 0.4885537028312683]","[0.13956782221794128, 0.5682593584060669]","[0.23234236240386963, 0.603543221950531]","[0.5519289970397949, 0.5886351466178894]","[0.6324818730354309, 0.6701338887214661]","[0.73506098985672, 0.7697049379348755]","[0.7613849639892578, 0.8485638499259949]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMG_E0687_JPG.rf.8b5eefbb630f385f9607b71fb6ba6a24.jpg,0,0.49375,0.58203125,0.9875,0.5984375,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.5565696954727173, 0.46502822637557983]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.7862979173660278, 0.49590569734573364]","[0.0, 0.0]","[0.7698590755462646, 0.4885537028312683]","[0.13956782221794128, 0.5682593584060669]","[0.23234236240386963, 0.603543221950531]","[0.5519289970397949, 0.5886351466178894]","[0.6324818730354309, 0.6701338887214661]","[0.73506098985672, 0.7697049379348755]","[0.7613849639892578, 0.8485638499259949]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0042_jpg.rf.408971626233f0d4fa34d2fd774316a9.jpg,0,0.32340111269644706,0.5,0.6468022253928941,1.0,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.05382579565048218, 0.13455143570899963]","[0.0, 0.0]","[0.16400083899497986, 0.35538730025291443]","[0.18461482226848602, 0.36716827750205994]","[0.32715559005737305, 0.3096172511577606]","[0.3382807672023773, 0.3153311610221863]","[0.11379329115152359, 0.5713242292404175]","[0.13363635540008545, 0.5903211832046509]","[0.3695937693119049, 0.6118761301040649]","[0.3897983133792877, 0.6200185418128967]","[0.22919698059558868, 0.8958346247673035]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
